game_id,Season,ConfAbbrev,DayNum,WTeamID,LTeamID
73,2002,mac,124,3185,3267
74,2002,sun_belt,124,3198,3308
75,2002,cusa,124,3222,3150
76,2002,big_south,124,3251,3157
77,2002,nec,124,3254,3192
78,2002,sec,124,3261,3397
79,2002,a_ten,124,3269,3350
80,2002,big_east,124,3274,3207
81,2002,mac,124,3275,3103
82,2002,mac,124,3296,3138
83,2002,acc,124,3301,3155
84,2002,acc,124,3314,3268
85,2002,sun_belt,124,3317,3309
86,2002,mac,124,3325,3132
87,2002,pac_ten,124,3332,3449
88,2002,pac_ten,124,3333,3425
89,2002,big_east,124,3353,3439
90,2002,nec,124,3357,3346
91,2002,big_east,124,3371,3344
92,2002,maac,124,3373,3193
93,2002,nec,124,3384,3291
94,2002,a_ten,124,3386,3200
95,2002,maac,124,3389,3264
96,2002,pac_ten,124,3390,3417
97,2002,big_east,124,3393,3452
98,2002,cusa,124,3395,3387
99,2002,a_ten,124,3396,3182
100,2002,ovc,124,3399,3287
101,2002,cusa,124,3408,3177
102,2002,southern,124,3422,3202
103,2002,sec,124,3435,3116
104,2002,acc,124,3438,3210
105,2002,mac,124,3444,3141
106,2002,nec,124,3447,3284
107,2002,a_ten,124,3462,3203
108,2002,pac_ten,125,3113,3332
109,2002,ovc,125,3122,3399
110,2002,big_east,125,3130,3353
111,2002,patriot,125,3137,3119
112,2002,southern,125,3151,3422
113,2002,cusa,125,3153,3222
114,2002,big_east,125,3163,3371
115,2002,sun_belt,125,3176,3292
116,2002,acc,125,3181,3438
117,2002,patriot,125,3221,3159
118,2002,big_ten,125,3231,3345
119,2002,nec,125,3254,3357
120,2002,acc,125,3314,3301
121,2002,big_ten,125,3336,3458
122,2002,wcc,125,3337,3365
123,2002,nec,125,3384,3447
124,2002,a_ten,125,3386,3462
125,2002,maac,125,3389,3373
126,2002,pac_ten,125,3390,3333
127,2002,big_east,125,3393,3323
128,2002,a_ten,125,3396,3269
129,2002,cusa,125,3408,3395
130,2002,sec,125,3435,3261
131,2002,big_east,125,3437,3274
132,2002,sun_belt,125,3443,3375
133,2002,horizon,125,3453,3178
134,2002,pac_ten,126,3113,3390
135,2002,big_east,126,3130,3393
136,2002,cusa,126,3153,3408
137,2002,big_east,126,3163,3437
138,2002,acc,126,3181,3314
139,2002,sun_belt,126,3198,3176
140,2002,big_ten,126,3231,3336
141,2002,meac,126,3271,3288
142,2002,meac,126,3299,3126
143,2002,sun_belt,126,3317,3443
144,2002,a_ten,126,3396,3386
145,2002,swac,127,3106,3411
146,2002,wac,127,3129,3201
147,2002,big_east,127,3163,3130
148,2002,meac,127,3197,3175
149,2002,sun_belt,127,3198,3317
150,2002,swac,127,3212,3105
151,2002,big_twelve,127,3235,3304
152,2002,swac,127,3238,3108
153,2002,big_twelve,127,3329,3401
154,2002,southland,127,3368,3427
155,2002,wac,127,3374,3431
156,2002,swac,127,3380,3341
157,2002,big_twelve,127,3400,3242
158,2002,big_twelve,127,3403,3281
159,2002,southland,127,3426,3402
160,2002,mac,128,3123,3185
161,2002,big_twelve,128,3124,3403
162,2002,patriot,128,3137,3221
163,2002,mwc,128,3140,3461
164,2002,mwc,128,3161,3102
165,2002,caa,128,3180,3406
166,2002,wac,128,3218,3305
167,2002,meac,128,3224,3299
168,2002,big_twelve,128,3235,3160
169,2002,big_twelve,128,3243,3400
170,2002,mac,128,3245,3325
171,2002,big_west,128,3253,3142
172,2002,wac,128,3256,3129
173,2002,mac,128,3275,3444
174,2002,mac,128,3296,3405
175,2002,mwc,128,3307,3361
176,2002,big_twelve,128,3328,3329
177,2002,big_west,128,3334,3225
178,2002,wac,128,3349,3374
179,2002,meac,128,3354,3197
180,2002,big_west,128,3364,3168
181,2002,wac,128,3409,3363
182,2002,big_west,128,3415,3414
183,2002,mwc,128,3424,3428
184,2002,caa,128,3456,3220
185,2002,big_twelve,129,3124,3235
186,2002,mvc,129,3166,3232
187,2002,caa,129,3174,3180
188,2002,mvc,129,3179,3133
189,2002,big_sky,129,3186,3319
190,2002,mvc,129,3191,3320
191,2002,a_sun,129,3194,3144
192,2002,caa,129,3206,3241
193,2002,a_sun,129,3209,3407
194,2002,meac,129,3214,3164
195,2002,aec,129,3216,3263
196,2002,a_sun,129,3273,3125
197,2002,big_sky,129,3285,3340
198,2002,aec,129,3306,3127
199,2002,meac,129,3313,3271
200,2002,southland,129,3322,3426
201,2002,big_twelve,129,3328,3243
202,2002,caa,129,3330,3456
203,2002,southland,129,3372,3368
204,2002,a_sun,129,3391,3416
205,2002,aec,129,3392,3131
206,2002,caa,129,3423,3433
207,2002,aec,129,3436,3318
208,2002,mvc,129,3455,3283
209,2002,swac,130,3106,3212
210,2002,mac,130,3123,3296
211,2002,mwc,130,3140,3307
212,2002,mvc,130,3166,3191
213,2002,mvc,130,3179,3455
214,2002,a_sun,130,3194,3273
215,2002,a_sun,130,3209,3391
216,2002,meac,130,3214,3224
217,2002,aec,130,3216,3436
218,2002,wac,130,3218,3349
219,2002,mac,130,3245,3275
220,2002,wac,130,3256,3409
221,2002,big_sky,130,3286,3285
222,2002,meac,130,3313,3354
223,2002,caa,130,3330,3206
224,2002,big_west,130,3334,3415
225,2002,big_west,130,3364,3253
226,2002,swac,130,3380,3238
227,2002,aec,130,3392,3306
228,2002,caa,130,3423,3174
229,2002,mwc,130,3424,3161
230,2002,big_sky,130,3451,3186
231,2002,mwc,131,3140,3424
232,2002,mvc,131,3166,3179
233,2002,a_sun,131,3209,3194
234,2002,aec,131,3216,3392
235,2002,mac,131,3245,3123
236,2002,wac,131,3256,3218
237,2002,meac,131,3313,3214
238,2002,big_twelve,131,3328,3124
239,2002,caa,131,3330,3423
240,2002,big_west,131,3364,3334
241,2002,southland,131,3372,3322
242,2002,swac,131,3380,3106
243,2002,nec,131,3384,3254
244,2002,big_sky,131,3451,3286
245,2003,ovc,120,3122,3293
246,2003,ovc,120,3369,3183
247,2003,ovc,120,3399,3184
248,2003,ovc,120,3404,3287
249,2003,horizon,121,3139,3464
250,2003,big_south,121,3157,3149
251,2003,southern,121,3158,3190
252,2003,southern,121,3172,3459
253,2003,big_south,121,3189,3457
254,2003,big_south,121,3219,3347
255,2003,big_south,121,3251,3421
256,2003,sec,122,3116,3104
257,2003,sun_belt,122,3117,3176
258,2003,sec,122,3120,3246
259,2003,maac,122,3145,3233
260,2003,southern,122,3151,3158
261,2003,horizon,122,3156,3454
262,2003,southern,122,3172,3441
263,2003,horizon,122,3178,3227
264,2003,a_ten,122,3182,3200
265,2003,maac,122,3193,3351
266,2003,sun_belt,122,3198,3418
267,2003,southern,122,3202,3422
268,2003,southern,122,3204,3111
269,2003,big_ten,122,3231,3458
270,2003,big_ten,122,3234,3321
271,2003,a_ten,122,3247,3269
272,2003,cusa,122,3257,3387
273,2003,wcc,122,3258,3339
274,2003,horizon,122,3260,3460
275,2003,maac,122,3265,3259
276,2003,cusa,122,3266,3272
277,2003,big_ten,122,3276,3228
278,2003,sun_belt,122,3317,3114
279,2003,a_ten,122,3348,3173
280,2003,a_ten,122,3350,3382
281,2003,wcc,122,3360,3388
282,2003,sec,122,3376,3279
283,2003,cusa,122,3379,3222
284,2003,cusa,122,3395,3187
285,2003,sec,122,3435,3196
286,2003,horizon,122,3453,3139
287,2003,patriot,123,3110,3159
288,2003,patriot,123,3119,3250
289,2003,ovc,123,3122,3404
290,2003,patriot,123,3137,3298
291,2003,pac_ten,123,3143,3113
292,2003,maac,123,3145,3389
293,2003,cusa,123,3150,3266
294,2003,southern,123,3151,3202
295,2003,cusa,123,3153,3379
296,2003,acc,123,3155,3268
297,2003,cusa,123,3177,3257
298,2003,horizon,123,3178,3156
299,2003,acc,123,3181,3448
300,2003,a_ten,123,3203,3182
301,2003,southern,123,3204,3172
302,2003,patriot,123,3221,3248
303,2003,big_ten,123,3234,3278
304,2003,sec,123,3261,3116
305,2003,sec,123,3280,3376
306,2003,maac,123,3310,3193
307,2003,big_ten,123,3326,3277
308,2003,big_ten,123,3336,3231
309,2003,big_ten,123,3345,3276
310,2003,a_ten,123,3348,3386
311,2003,wcc,123,3360,3362
312,2003,wcc,123,3365,3258
313,2003,ovc,123,3369,3399
314,2003,maac,123,3373,3265
315,2003,cusa,123,3395,3408
316,2003,a_ten,123,3396,3350
317,2003,sec,123,3397,3120
318,2003,pac_ten,123,3425,3450
319,2003,sec,123,3435,3208
320,2003,horizon,123,3453,3260
321,2003,a_ten,123,3462,3247
322,2003,pac_ten,124,3112,3333
323,2003,sun_belt,124,3117,3308
324,2003,ovc,124,3122,3369
325,2003,mac,124,3138,3141
326,2003,southern,124,3151,3204
327,2003,cusa,124,3153,3177
328,2003,mac,124,3185,3132
329,2003,a_ten,124,3203,3396
330,2003,acc,124,3210,3199
331,2003,big_south,124,3219,3189
332,2003,mac,124,3245,3325
333,2003,big_south,124,3251,3157
334,2003,nec,124,3254,3357
335,2003,sec,124,3261,3435
336,2003,maac,124,3264,3145
337,2003,mac,124,3267,3296
338,2003,big_east,124,3274,3393
339,2003,nec,124,3284,3447
340,2003,acc,124,3314,3155
341,2003,big_east,124,3323,3338
342,2003,wcc,124,3337,3360
343,2003,a_ten,124,3348,3462
344,2003,wcc,124,3365,3211
345,2003,big_east,124,3371,3207
346,2003,maac,124,3373,3310
347,2003,nec,124,3384,3291
348,2003,pac_ten,124,3390,3143
349,2003,cusa,124,3395,3150
350,2003,sec,124,3397,3280
351,2003,pac_ten,124,3417,3332
352,2003,nec,124,3420,3346
353,2003,acc,124,3438,3301
354,2003,big_east,124,3439,3452
355,2003,sun_belt,124,3443,3317
356,2003,mac,124,3444,3103
357,2003,pac_ten,124,3449,3425
358,2003,pac_ten,125,3112,3449
359,2003,patriot,125,3119,3110
360,2003,big_east,125,3163,3371
361,2003,acc,125,3181,3210
362,2003,patriot,125,3221,3137
363,2003,big_south,125,3251,3219
364,2003,sec,125,3261,3397
365,2003,maac,125,3264,3373
366,2003,big_east,125,3274,3353
367,2003,sun_belt,125,3292,3309
368,2003,acc,125,3314,3438
369,2003,big_ten,125,3326,3336
370,2003,wcc,125,3337,3365
371,2003,big_ten,125,3345,3234
372,2003,sun_belt,125,3375,3198
373,2003,nec,125,3384,3254
374,2003,pac_ten,125,3390,3417
375,2003,cusa,125,3395,3153
376,2003,nec,125,3420,3284
377,2003,big_east,125,3437,3323
378,2003,big_east,125,3439,3130
379,2003,horizon,125,3453,3178
380,2003,big_east,126,3163,3439
381,2003,meac,126,3164,3299
382,2003,acc,126,3181,3314
383,2003,a_ten,126,3203,3348
384,2003,meac,126,3271,3288
385,2003,sun_belt,126,3292,3117
386,2003,big_ten,126,3345,3326
387,2003,pac_ten,126,3390,3112
388,2003,big_east,126,3437,3274
389,2003,sun_belt,126,3443,3375
390,2003,swac,127,3106,3290
391,2003,swac,127,3108,3380
392,2003,big_twelve,127,3124,3401
393,2003,wac,127,3129,3431
394,2003,swac,127,3212,3341
395,2003,swac,127,3238,3105
396,2003,big_twelve,127,3242,3235
397,2003,big_twelve,127,3328,3304
398,2003,big_twelve,127,3329,3281
399,2003,meac,127,3354,3313
400,2003,wac,127,3374,3305
401,2003,southland,127,3402,3426
402,2003,southland,127,3419,3322
403,2003,big_east,127,3437,3163
404,2003,sun_belt,127,3443,3292
405,2003,mac,128,3123,3138
406,2003,mwc,128,3140,3424
407,2003,big_twelve,128,3160,3328
408,2003,mwc,128,3161,3461
409,2003,meac,128,3175,3164
410,2003,caa,128,3180,3406
411,2003,wac,128,3201,3363
412,2003,meac,128,3214,3354
413,2003,wac,128,3218,3409
414,2003,caa,128,3220,3456
415,2003,patriot,128,3221,3119
416,2003,big_twelve,128,3243,3124
417,2003,big_west,128,3253,3142
418,2003,wac,128,3256,3129
419,2003,mac,128,3275,3185
420,2003,mwc,128,3307,3361
421,2003,big_west,128,3334,3415
422,2003,big_west,128,3364,3168
423,2003,wac,128,3374,3349
424,2003,big_twelve,128,3400,3242
425,2003,big_twelve,128,3403,3329
426,2003,mac,128,3405,3267
427,2003,big_west,128,3414,3225
428,2003,mwc,128,3428,3102
429,2003,mac,128,3444,3245
430,2003,a_sun,129,3125,3407
431,2003,aec,129,3131,3318
432,2003,mvc,129,3166,3229
433,2003,caa,129,3174,3180
434,2003,big_sky,129,3186,3340
435,2003,meac,129,3197,3126
436,2003,a_sun,129,3209,3273
437,2003,meac,129,3224,3271
438,2003,mvc,129,3232,3455
439,2003,a_sun,129,3240,3194
440,2003,caa,129,3241,3206
441,2003,aec,129,3263,3216
442,2003,mvc,129,3283,3179
443,2003,big_sky,129,3285,3319
444,2003,aec,129,3306,3392
445,2003,mvc,129,3320,3133
446,2003,caa,129,3330,3220
447,2003,big_twelve,129,3400,3160
448,2003,southland,129,3402,3372
449,2003,big_twelve,129,3403,3243
450,2003,a_sun,129,3416,3144
451,2003,southland,129,3427,3419
452,2003,caa,129,3433,3423
453,2003,aec,129,3436,3127
454,2003,swac,130,3106,3108
455,2003,mac,130,3123,3275
456,2003,aec,130,3131,3436
457,2003,mwc,130,3140,3428
458,2003,caa,130,3174,3433
459,2003,meac,130,3175,3224
460,2003,wac,130,3201,3374
461,2003,a_sun,130,3209,3240
462,2003,swac,130,3212,3238
463,2003,meac,130,3214,3197
464,2003,mvc,130,3232,3320
465,2003,wac,130,3256,3218
466,2003,aec,130,3263,3306
467,2003,mvc,130,3283,3166
468,2003,big_sky,130,3286,3285
469,2003,mwc,130,3307,3161
470,2003,caa,130,3330,3241
471,2003,big_west,130,3334,3253
472,2003,big_west,130,3364,3414
473,2003,a_sun,130,3416,3125
474,2003,mac,130,3444,3405
475,2003,big_sky,130,3451,3186
476,2003,swac,131,3106,3212
477,2003,aec,131,3131,3263
478,2003,a_sun,131,3209,3416
479,2003,meac,131,3214,3175
480,2003,wac,131,3256,3201
481,2003,mvc,131,3283,3232
482,2003,mwc,131,3307,3140
483,2003,caa,131,3330,3174
484,2003,big_west,131,3364,3334
485,2003,nec,131,3384,3420
486,2003,big_twelve,131,3400,3403
487,2003,southland,131,3402,3427
488,2003,mac,131,3444,3123
489,2003,big_sky,131,3451,3286
490,2004,ovc,120,3122,3287
491,2004,ovc,120,3184,3240
492,2004,ovc,120,3369,3293
493,2004,ovc,120,3399,3404
494,2004,horizon,120,3460,3464
495,2004,southern,121,3158,3422
496,2004,southern,121,3204,3111
497,2004,southern,121,3441,3459
498,2004,horizon,122,3139,3156
499,2004,cusa,122,3150,3187
500,2004,southern,122,3151,3204
501,2004,cusa,122,3153,3378
502,2004,horizon,122,3178,3260
503,2004,southern,122,3189,3190
504,2004,southern,122,3202,3158
505,2004,sec,122,3208,3376
506,2004,big_ten,122,3231,3458
507,2004,maac,122,3259,3351
508,2004,maac,122,3264,3193
509,2004,cusa,122,3266,3408
510,2004,cusa,122,3272,3412
511,2004,big_ten,122,3276,3228
512,2004,big_ten,122,3278,3321
513,2004,sec,122,3279,3104
514,2004,sec,122,3280,3116
515,2004,wcc,122,3360,3388
516,2004,wcc,122,3365,3362
517,2004,maac,122,3389,3233
518,2004,sec,122,3435,3246
519,2004,southern,122,3441,3172
520,2004,horizon,122,3453,3460
521,2004,horizon,122,3454,3227
522,2004,patriot,123,3110,3298
523,2004,ovc,123,3122,3369
524,2004,patriot,123,3137,3221
525,2004,pac_ten,123,3143,3332
526,2004,maac,123,3145,3259
527,2004,southern,123,3151,3189
528,2004,patriot,123,3159,3248
529,2004,a_ten,123,3182,3269
530,2004,ovc,123,3184,3399
531,2004,sec,123,3208,3196
532,2004,cusa,123,3222,3153
533,2004,a_ten,123,3247,3382
534,2004,patriot,123,3250,3119
535,2004,cusa,123,3257,3272
536,2004,sec,123,3261,3279
537,2004,maac,123,3265,3264
538,2004,cusa,123,3266,3177
539,2004,big_ten,123,3277,3234
540,2004,nec,123,3284,3447
541,2004,big_ten,123,3326,3278
542,2004,pac_ten,123,3333,3450
543,2004,big_ten,123,3336,3231
544,2004,wcc,123,3337,3365
545,2004,wcc,123,3339,3360
546,2004,big_ten,123,3345,3276
547,2004,nec,123,3346,3192
548,2004,a_ten,123,3348,3173
549,2004,nec,123,3357,3254
550,2004,nec,123,3384,3291
551,2004,maac,123,3389,3310
552,2004,cusa,123,3395,3150
553,2004,sec,123,3397,3280
554,2004,sec,123,3435,3120
555,2004,southern,123,3441,3202
556,2004,acc,123,3448,3210
557,2004,a_ten,123,3462,3200
558,2004,pac_ten,124,3112,3333
559,2004,ovc,124,3122,3184
560,2004,mac,124,3123,3296
561,2004,big_east,124,3130,3393
562,2004,mac,124,3132,3141
563,2004,maac,124,3145,3373
564,2004,southern,124,3151,3441
565,2004,sun_belt,124,3176,3375
566,2004,acc,124,3181,3448
567,2004,a_ten,124,3203,3247
568,2004,sec,124,3208,3397
569,2004,wcc,124,3211,3337
570,2004,cusa,124,3222,3266
571,2004,wcc,124,3258,3339
572,2004,maac,124,3265,3389
573,2004,mac,124,3267,3138
574,2004,acc,124,3268,3199
575,2004,acc,124,3301,3155
576,2004,sun_belt,124,3308,3117
577,2004,acc,124,3314,3438
578,2004,a_ten,124,3350,3348
579,2004,big_east,124,3353,3371
580,2004,a_ten,124,3386,3182
581,2004,pac_ten,124,3390,3143
582,2004,cusa,124,3395,3257
583,2004,a_ten,124,3396,3462
584,2004,mac,124,3405,3325
585,2004,pac_ten,124,3417,3113
586,2004,sec,124,3435,3261
587,2004,big_east,124,3439,3207
588,2004,mac,124,3444,3103
589,2004,pac_ten,124,3449,3425
590,2004,big_east,124,3452,3385
591,2004,patriot,125,3110,3250
592,2004,pac_ten,125,3112,3449
593,2004,big_east,125,3130,3274
594,2004,patriot,125,3159,3137
595,2004,big_east,125,3163,3439
596,2004,horizon,125,3178,3454
597,2004,acc,125,3181,3268
598,2004,cusa,125,3222,3395
599,2004,wcc,125,3258,3211
600,2004,maac,125,3265,3145
601,2004,nec,125,3284,3357
602,2004,sun_belt,125,3292,3317
603,2004,acc,125,3314,3301
604,2004,big_ten,125,3336,3277
605,2004,big_ten,125,3345,3326
606,2004,big_east,125,3353,3323
607,2004,nec,125,3384,3346
608,2004,a_ten,125,3386,3203
609,2004,pac_ten,125,3390,3417
610,2004,a_ten,125,3396,3350
611,2004,sec,125,3435,3208
612,2004,sun_belt,125,3443,3418
613,2004,big_east,125,3452,3437
614,2004,horizon,125,3453,3139
615,2004,meac,126,3126,3288
616,2004,big_east,126,3130,3163
617,2004,acc,126,3181,3314
618,2004,meac,126,3271,3299
619,2004,sun_belt,126,3292,3176
620,2004,big_ten,126,3345,3336
621,2004,big_east,126,3353,3452
622,2004,pac_ten,126,3390,3112
623,2004,a_ten,126,3396,3386
624,2004,sun_belt,126,3443,3308
625,2004,horizon,126,3453,3178
626,2004,big_twelve,127,3124,3242
627,2004,big_south,127,3128,3421
628,2004,wac,127,3129,3218
629,2004,big_east,127,3130,3353
630,2004,big_south,127,3157,3219
631,2004,big_twelve,127,3235,3304
632,2004,big_south,127,3251,3457
633,2004,big_twelve,127,3281,3329
634,2004,sun_belt,127,3292,3443
635,2004,meac,127,3313,3354
636,2004,southland,127,3322,3358
637,2004,big_twelve,127,3328,3401
638,2004,big_south,127,3347,3149
639,2004,wac,127,3363,3305
640,2004,southland,127,3419,3402
641,2004,southland,127,3426,3372
642,2004,southland,127,3427,3270
643,2004,big_twelve,128,3124,3403
644,2004,mac,128,3132,3444
645,2004,patriot,128,3159,3110
646,2004,big_west,128,3168,3415
647,2004,meac,128,3175,3313
648,2004,mac,128,3185,3405
649,2004,swac,128,3212,3108
650,2004,meac,128,3214,3271
651,2004,swac,128,3238,3411
652,2004,caa,128,3241,3406
653,2004,big_twelve,128,3243,3281
654,2004,big_west,128,3253,3429
655,2004,wac,128,3256,3129
656,2004,mac,128,3267,3245
657,2004,mac,128,3275,3123
658,2004,swac,128,3290,3106
659,2004,aec,128,3306,3392
660,2004,mwc,128,3307,3102
661,2004,aec,128,3318,3420
662,2004,big_twelve,128,3328,3160
663,2004,wac,128,3349,3363
664,2004,swac,128,3380,3105
665,2004,big_twelve,128,3400,3235
666,2004,wac,128,3409,3201
667,2004,mwc,128,3424,3140
668,2004,mwc,128,3428,3361
669,2004,wac,128,3431,3374
670,2004,caa,128,3456,3180
671,2004,mwc,128,3461,3161
672,2004,aec,129,3107,3216
673,2004,big_south,129,3128,3157
674,2004,aec,129,3131,3436
675,2004,meac,129,3164,3126
676,2004,caa,129,3174,3423
677,2004,mvc,129,3179,3133
678,2004,big_sky,129,3186,3451
679,2004,meac,129,3197,3224
680,2004,caa,129,3206,3241
681,2004,a_sun,129,3209,3194
682,2004,mvc,129,3229,3232
683,2004,big_south,129,3251,3347
684,2004,a_sun,129,3252,3407
685,2004,big_west,129,3253,3142
686,2004,aec,129,3263,3306
687,2004,mvc,129,3283,3455
688,2004,big_sky,129,3286,3319
689,2004,aec,129,3318,3127
690,2004,mvc,129,3320,3166
691,2004,southland,129,3322,3427
692,2004,big_twelve,129,3328,3243
693,2004,caa,129,3330,3456
694,2004,big_west,129,3334,3168
695,2004,a_sun,129,3391,3125
696,2004,big_twelve,129,3400,3124
697,2004,a_sun,129,3416,3273
698,2004,southland,129,3426,3419
699,2004,caa,129,3433,3220
700,2004,aec,130,3131,3318
701,2004,mac,130,3132,3275
702,2004,meac,130,3175,3197
703,2004,mvc,130,3179,3320
704,2004,mac,130,3185,3267
705,2004,caa,130,3206,3433
706,2004,meac,130,3214,3164
707,2004,big_west,130,3225,3334
708,2004,big_sky,130,3226,3286
709,2004,a_sun,130,3252,3209
710,2004,wac,130,3256,3431
711,2004,aec,130,3263,3107
712,2004,mvc,130,3283,3229
713,2004,big_sky,130,3285,3186
714,2004,swac,130,3290,3212
715,2004,mwc,130,3307,3461
716,2004,caa,130,3330,3174
717,2004,wac,130,3349,3409
718,2004,big_west,130,3364,3253
719,2004,swac,130,3380,3238
720,2004,a_sun,130,3416,3391
721,2004,mwc,130,3428,3424
722,2004,mac,131,3185,3132
723,2004,meac,131,3214,3175
724,2004,big_south,131,3251,3128
725,2004,a_sun,131,3252,3416
726,2004,wac,131,3256,3349
727,2004,aec,131,3263,3131
728,2004,mvc,131,3283,3179
729,2004,big_sky,131,3285,3226
730,2004,mwc,131,3307,3428
731,2004,southland,131,3322,3426
732,2004,big_twelve,131,3328,3400
733,2004,caa,131,3330,3206
734,2004,big_west,131,3364,3225
735,2004,swac,131,3380,3290
736,2004,nec,131,3384,3284
737,2005,horizon,120,3156,3260
738,2005,ovc,120,3184,3293
739,2005,ovc,120,3240,3398
740,2005,ovc,120,3369,3359
741,2005,ovc,120,3399,3404
742,2005,southern,121,3158,3189
743,2005,southern,121,3190,3111
744,2005,southern,121,3441,3459
745,2005,sec,122,3104,3196
746,2005,sec,122,3116,3280
747,2005,sec,122,3120,3246
748,2005,cusa,122,3150,3153
749,2005,patriot,122,3159,3119
750,2005,southern,122,3172,3158
751,2005,horizon,122,3178,3454
752,2005,southern,122,3190,3151
753,2005,southern,122,3204,3422
754,2005,wcc,122,3211,3339
755,2005,patriot,122,3221,3248
756,2005,horizon,122,3227,3139
757,2005,big_ten,122,3228,3321
758,2005,big_ten,122,3234,3276
759,2005,patriot,122,3250,3137
760,2005,wcc,122,3258,3360
761,2005,maac,122,3264,3389
762,2005,cusa,122,3266,3412
763,2005,cusa,122,3272,3187
764,2005,sec,122,3279,3376
765,2005,patriot,122,3298,3110
766,2005,wcc,122,3337,3388
767,2005,maac,122,3351,3259
768,2005,wcc,122,3365,3362
769,2005,maac,122,3373,3233
770,2005,cusa,122,3378,3379
771,2005,southern,122,3441,3202
772,2005,horizon,122,3453,3156
773,2005,big_ten,122,3458,3231
774,2005,horizon,122,3460,3464
775,2005,sun_belt,123,3114,3176
776,2005,pac_ten,123,3143,3450
777,2005,maac,123,3145,3264
778,2005,cusa,123,3177,3272
779,2005,ovc,123,3184,3240
780,2005,maac,123,3193,3373
781,2005,sun_belt,123,3198,3308
782,2005,a_ten,123,3200,3173
783,2005,southern,123,3204,3190
784,2005,sec,123,3208,3279
785,2005,cusa,123,3222,3150
786,2005,cusa,123,3257,3266
787,2005,sec,123,3261,3104
788,2005,acc,123,3268,3155
789,2005,a_ten,123,3269,3182
790,2005,acc,123,3274,3210
791,2005,big_ten,123,3277,3228
792,2005,big_ten,123,3278,3345
793,2005,sun_belt,123,3292,3309
794,2005,maac,123,3310,3351
795,2005,big_ten,123,3326,3458
796,2005,big_ten,123,3336,3234
797,2005,a_ten,123,3350,3382
798,2005,ovc,123,3369,3399
799,2005,a_ten,123,3386,3247
800,2005,cusa,123,3395,3378
801,2005,sec,123,3397,3120
802,2005,sec,123,3435,3116
803,2005,southern,123,3441,3172
804,2005,acc,123,3448,3439
805,2005,pac_ten,123,3449,3333
806,2005,pac_ten,124,3113,3417
807,2005,mac,124,3123,3103
808,2005,maac,124,3145,3310
809,2005,patriot,124,3159,3250
810,2005,acc,124,3181,3448
811,2005,ovc,124,3184,3369
812,2005,mac,124,3185,3138
813,2005,a_ten,124,3203,3200
814,2005,wcc,124,3211,3337
815,2005,patriot,124,3221,3298
816,2005,cusa,124,3257,3222
817,2005,sec,124,3261,3208
818,2005,maac,124,3265,3193
819,2005,acc,124,3268,3301
820,2005,mac,124,3275,3444
821,2005,acc,124,3314,3274
822,2005,mac,124,3325,3141
